Fecha;TIF082018;TIF042019;TIF082019;TIF112019;TIF102020;TIF112020;TIF022021;TIF032022;TIF042023;TIF012024;TIF062025;TIF012026;TIF112027;TIF032028;TIF052028;TIF022029;TIF032029;TIF022030;TIF102030;TIF022031;TIF032031;TIF022032;TIF032032;TIF032033;TIF052034
2018-01-22;118,43957481;125,85739689;120,06309499;131,68321772;114,54018936;136,64663256;136,48238587;135,07312337;134,73235823;136,70012459;131,51849554;130,80674248;133,84562955;133,30576769;134,81686699;137,07206891;136,48895619;137,87366189;135,13539724;134,11233954;132,68440846;129,7979732;134,14602467;129,268368;126,08758966
2018-01-19;118,90669159;126,68697426;121,0189405;132,88269206;116,13640651;138,47655144;138,40852699;137,5429033;137,69868665;139,99150575;126,7631977;134,65248077;139,88755476;137,74412527;139,2900455;141,73997103;141,16415119;142,76531544;140,07632796;139,02150452;133,74555824;140,71041448;133,03054249;130,26381113;126,94811886
2018-01-18;118,92776013;126,66798166;120,99150421;132,85031884;116,10041502;138,43823866;138,37015261;137,5035997;137,65829783;139,95043245;126,7631977;134,6123492;138,11629287;137,70322233;139,24953188;141,6988993;141,12294618;142,72362467;143,93585651;138,98122146;137,56602097;134,69401369;139,22584161;134,2810682;131,08580413
2018-01-17;118,94861899;126,64886779;120,96401134;132,8179055;116,06441313;138,39991165;138,3317728;137,46428483;137,61789259;139,90934249;126,7631977;134,57220246;138,07646243;137,66230463;139,20900877;141,65781955;141,08173008;142,68192272;143,89457233;138,94093269;137,525391;134,65463478;138,93516196;134,24149614;131,04755242
2018-01-16;118,96926771;126,62963308;120,93646196;132,78545193;116,02840081;138,36157015;138,29338719;137,42495844;137,57747083;139,86823579;126,7631977;134,53204051;138,0366279;137,62137208;139,16847595;141,61673154;141,04050268;142,6402094;143,85329212;138,90063794;137,48474815;134,61524696;138,93516196;134,20191274;131,00929368
2018-01-15;118,98970582;126,61027793;120,90885614;132,75295802;115,99237805;138,32321391;138,25499539;137,38562034;137,53703245;139,82711225;126,7631977;134,49186326;137,99678898;137,58042461;139,12793321;141,57563502;140,99926381;142,59848452;143,81201543;138,86033694;137,4440923;134,57585002;138,93516196;134,16231784;130,97102767
2018-01-12;119,04975234;130,55569543;120,82570085;132,65523335;118,35559;138,20805437;138,13977933;137,26753353;137,4156168;139,70363967;126,7631977;138,12517794;139,60550846;137,45749174;139,00624344;141,45229204;140,87547655;142,47323877;139,79478091;138,73939377;133,46857334;140,42293605;133,03054249;129,99471422;126,68850794
2018-01-11;119,06934391;130,53664063;120,79787009;132,62257717;118,32000544;138,1696368;138,10135925;137,22814642;137,37511113;139,66244789;126,7631977;138,08566821;137,83738332;137,41648371;138,96565901;141,41115913;140,83419002;142,4314659;143,64693499;138,69906514;137,28133642;134,41816723;138,93516196;134,00382052;130,81788677
2018-01-10;119,08872288;130,51748852;120,76998331;132,58988021;118,28442334;138,13120332;138,06293123;137,18874655;137,33458843;139,62123884;126,7631977;138,04616261;137,79751796;137,37546035;138,92506367;141,37001655;140,79289114;142,38968061;143,60566929;138,65872897;137,24061374;134,37872184;138,93516196;133,96416607;130,77958128
2018-01-09;119,10788891;130,49823909;120,74204061;132,55714239;118,24884345;138,09275372;138,02449495;137,14933373;137,29404864;139,58001245;126,7631977;138,0066607;137,75764647;137,33442158;138,88445723;141,32886409;140,75157977;142,34788272;143,56440453;138,61838502;137,19987736;134,33926623;138,93516196;133,92449932;130,74126729
2018-01-08;119,12684167;130,47889235;120,71404207;132,52436364;118,21326548;138,05428779;137,98605007;137,10990778;137,25349167;139,53876864;126,7631977;137,96716202;137,71776857;137,29336735;138,84383953;141,28770153;140,71025574;142,3060721;143,52314029;138,57803306;137,15912716;134,2998002;138,93516196;133,88482014;130,7029446
2018-01-05;119,18241725;130,4202684;120,62971243;132,42578112;118,10654057;137,93878988;137,87066069;136,99154926;141,13591848;143,48169913;126,7631977;137,8486811;137,59809378;140,98661565;138,72191701;141,16415119;140,5862062;142,1805622;143,39934673;138,45692674;137,03679267;134,18133802;122,95124404;133,76570682;130,58792248
2018-01-04;119,20051393;130,40053257;120,60149154;132,39283798;118,07096775;137,90025654;137,83217828;136,95206895;141,09607009;143,44117509;126,7631977;137,8091911;137,55818762;140,94624037;138,68125247;141,12294618;140,54483005;142,13869907;143,35808065;138,41654041;136,99598622;134,14182872;122,91754492;133,72597674;130,54956315
2018-01-03;119,21839592;130,38069955;120,57321533;132,3598536;118,0353956;137,86170587;137,79368574;136,91257462;141,05622526;143,40065468;126,7631977;137,76970223;137,51827377;140,90586936;138,64057582;141,08173008;140,50344051;142,09682245;143,31681316;138,37614495;136,95516547;134,1023082;122,88384761;133,68623366;130,51119421
2018-01-02;119,23606298;130,36076936;120,54488389;132,32682793;117,99982387;137,82313766;137,75518276;136,8730661;141,01638349;143,36013742;126,7631977;137,7302141;139,20207477;140,86550218;138,59988688;141,04050268;140,46203744;142,05493221;139,3926934;138,33574013;133,07177336;140,01134404;116,80834091;129,60929888;126,31696216
2017-12-29;119,30457776;130,28007796;120,43100819;132,19431145;117,85753656;137,66868599;137,6010609;136,71488701;140,85703782;143,19809034;126,7631977;137,57226114;139,04048066;140,70406274;138,43700527;140,87547655;140,29628734;141,8872324;139,23182375;138,17402327;132,91266939;139,84637367;116,68019016;129,45478373;126,16808687
2017-12-28;119,32116716;130,25966275;120,40240234;132,16107869;117,8219635;137,63002749;137,56250158;136,67530522;140,81720449;143,15758177;126,7631977;137,53277091;139,00005943;140,66370805;138,39625267;140,83419002;140,25481473;141,84527211;139,19159889;138,13356868;132,87285808;139,80509937;116,64815152;129,41612254;126,1308431
2017-12-27;119,33754053;130,23915073;120,37374197;132,12780441;117,78638952;137,59135043;137,52393019;136,63570834;140,77737151;143,11707359;126,7631977;137,49327915;138,95962866;140,62335459;138,35548692;140,79289114;140,21332785;141,80329744;139,1513704;138,09310356;132,83303249;139,7638121;116,61611172;129,37744822;126,09358906
2017-12-26;119,35369772;130,21854197;120,34502719;132,09448858;117,7508144;137,55265466;137,48534647;136,59609622;140,73753846;143,07656536;126,7631977;137,4537855;138,91918816;140,58300196;138,31470788;140,75157977;140,17182659;141,76130828;139,11113798;138,05262772;132,79319257;139,72251174;116,58407035;129,33876068;126,05632461
2017-12-22;113,64168512;123,71249831;114,31821963;125,48121978;111,01232559;129,6179423;129,30772035;126,69618232;129,12464667;130,32966099;130,4945563;122,93776605;122,73491476;124,11325304;121,73902186;123,52314014;122,92468056;123,81250109;121,34890392;120,13933884;118,88587948;121,15834619;103,99080703;111,55230452;108,43903282
2017-12-21;113,64756531;123,69148109;114,28993091;125,44658435;110,97333249;129,57510465;129,26456751;126,65243237;129,08040884;130,28506805;130,4945563;122,89541849;122,69254116;124,07061802;121,69674804;123,48038593;122,88193634;123,76947396;121,30719063;120,09781255;118,84498942;121,11632394;103,95634224;111,51334812;108,40142514
2017-12-20;113,65333811;123,67038572;114,26158831;125,4119105;110,93434265;129,53225987;129,22141464;126,60868212;129,0361851;130,24048933;130,4945563;122,85308243;122,65017196;124,02799671;121,65447493;123,43763346;122,83919174;123,72644639;121,26548659;120,05628919;118,8041174;121,07430229;103,92188786;111,47439074;108,36381912
2017-12-19;113,65900293;123,64921213;114,23319191;125,37719821;110,89535589;129,48940783;129,17826154;126,56493141;128,99197508;130,19592449;130,4945563;122,81075757;122,60780696;123,98538879;121,61220237;123,39488254;122,79644664;123,68341825;121,22379153;120,01476859;118,76326304;121,03228109;103,88744358;111,43543227;108,32621463
2017-12-18;113,66455921;123,62796028;114,20474179;125,34244745;110,85637208;129,44654838;129,13510799;126,52118009;128,94777844;130,15137318;130,4945563;122,76844361;122,56544597;123,94279393;121,56993022;123,35213302;122,7537009;123,64038942;121,18210517;119,97325057;118,72242597;120,99026019;103,85300909;111,39647261;108,28861151
2017-12-15;113,68057121;123,56373465;114,1190699;125,23796419;110,73943684;129,31792418;129,00564252;126,38992109;128,81526541;130,01779693;130,4945563;122,64156427;122,438385;123,81508444;121,44311484;123,22389127;122,62545862;123,51129745;121,0570957;119,84871024;118,60001471;120,86419789;103,74976125;114,77610714;108,17580904
2017-12-14;113,68568781;123,5421693;114,0904057;125,20305939;110,70046334;129,27503372;128,96248509;126,34616594;128,77111892;129,97329629;130,4945563;122,59929105;122,39603805;123,77253859;121,40084295;123,18114576;122,58270909;123,46826456;121,01544156;119,80720081;118,55924307;120,82217681;103,71536285;114,73663152;108,13821006
2017-12-13;113,69069317;123,52052547;114,0616882;125,16811604;110,66149207;129,23213518;128,91932618;126,30240948;128,72698416;129,92880748;130,4945563;122,55702732;122,35369415;123,73000421;121,35857078;123,13840087;122,5399583;123,42523035;120,97379484;119,76569311;118,51848688;120,78015535;103,68097273;114,69717332;108,10061177
2017-12-12;113,69558679;123,49880316;114,03291748;125,13313415;110,62252289;129,18922844;128,87616561;126,25865159;128,68286079;129,88433018;130,4945563;122,5147728;122,3113531;123,68748099;121,31629821;123,09565645;122,49720615;123,3821947;120,9321553;119,72418699;118,47774581;120,73813337;103,64659061;114,65773218;108,06301405
2017-12-08;113,63560556;123,25645225;113,74013681;124,77390646;110,1880487;128,69936786;128,37124984;129,67420183;128,02772491;129,18407696;130,4945563;121,75878056;121,49584961;122,86139072;124,30082266;122,24215929;125,51401011;126,41145848;120,06845079;118,85625993;117,62799476;123,65929969;116,81939269;113,81003505;107,23311553
2017-12-07;113,63961471;123,23402588;113,71083428;124,73845476;110,14889145;128,65618394;128,32785214;129,62949676;127,98349573;129,13950997;130,4945563;121,71647505;121,45345324;122,81885248;124,2577671;122,19936166;125,47062244;126,36778923;120,02680285;118,81472402;117,58728607;123,61652385;116,77894634;113,77064798;107,19550699
2017-12-06;113,64350935;123,21152116;113,68147934;124,70296477;110,10973574;128,61299134;128,2844519;129,58481389;127,93927632;129,09495282;130,4945563;121,67417735;121,41105884;122,77632381;124,21473359;122,15656379;125,42725404;126,32413939;119,98516081;118,7731889;117,54659061;123,57376993;116,73850908;113,73127596;107,1578984
2017-12-05;113,64728904;123,18893812;113,6520721;124,66743649;110,07058144;128,56978996;128,24104897;129,54015275;127,8950664;129,05040523;130,4945563;121,63188723;121,36866624;122,73380444;124,17172168;122,11376557;125,38390449;126,28050852;119,94352446;118,73165443;117,50590807;123,5310375;116,69808067;113,69191864;107,12028964
2017-12-04;113,65095335;123,16627675;113,62261264;124,63186993;110,03142843;128,52657969;128,19764316;129,4955129;127,85086567;129,00586689;130,4945563;121,58960445;121,32627528;122,6912941;124,12873093;122,07096685;125,34057341;126,23689622;119,90189357;118,69012045;117,46523812;123,4883261;116,65766083;113,65257569;107,08268059
2017-12-01;114,22707354;124,20024046;114,79336059;126,07975098;111,89030292;130,65428944;130,4251465;132,27576143;131,12505584;132,59448952;130,4945563;125,65940523;124,23821144;127,26974767;128,73206554;126,84346595;130,11802307;131,19127485;128,34254884;123,61867046;125,91330261;122,98856341;127,10464163;122,29271868;115,62957457
2017-11-30;114,23250786;124,1794507;114,76556969;126,04598038;111,85254573;130,61270113;130,38332912;132,23257713;131,08202349;132,55101139;130,4945563;125,61782806;124,19680964;127,22775972;128,68966089;126,80106053;130,07521926;131,14813428;128,30011956;123,57740248;125,8718201;122,94799945;127,06272246;122,25241674;115,59083078
2017-11-29;114,23782435;124,158581;114,73772535;126,01216973;111,8147878;130,57110176;130,34150646;132,18941047;131,03899764;132,50753983;130,4945563;125,57625597;124,15540775;127,18577846;128,64727425;126,75865299;130,03243094;131,10500931;128,25769377;123,5361334;125,83034803;122,90745273;127,02080995;122,21212709;115,55208527
2017-11-28;114,24302262;124,13763139;114,70982768;125,97831905;111,77702903;130,52949124;130,29967836;132,14626103;130,99597803;132,4640746;130,4945563;125,53468872;124,11400564;127,14380365;128,60490523;126,71624321;129,98965772;131,06189955;128,21527126;123,49486309;125,78888609;122,86692286;126,97890386;122,1718494;115,51333792
2017-11-27;114,24810232;124,11660189;114,68187679;125,94442838;111,7392693;130,48786948;130,25784469;132,10312839;130,95296439;132,42061541;130,4945563;125,4931261;124,07260316;127,10183503;128,56255343;126,67383108;129,94689924;131,01880465;128,17285183;123,45359142;125,747434;122,82640946;126,93700394;122,13158335;115,47458862
2017-11-24;113,18516867;121,98584085;112,24617432;122,94645213;107,96825263;130,42967411;125,77187387;126,60645694;124,57060128;125,47124324;130,4945563;117,71731189;115,61268868;118,43049708;119,84425412;121,53003352;120,91945999;121,68067024;118,76117119;114,19222542;116,46672935;113,61771446;117,36976428;112,78936388;109,75958234
2017-11-23;113,18564296;121,96048905;112,21458536;122,90884874;107,92797098;130,38430126;125,72711958;126,56091592;124,52558602;125,4259847;130,4945563;117,67458166;115,5704608;118,38771166;119,80109653;121,48630052;120,87597344;121,63694799;118,71821679;114,15051005;116,4248021;113,57682992;117,32745904;112,7487937;109,72008585
2017-11-22;113,18599796;121,93506073;112,18294702;122,87120893;107,88769063;130,33894306;125,682362;126,5153924;124,48057798;125,38073334;130,4945563;117,63185704;115,52823376;118,34493316;119,75795615;121,44258765;120,83250174;121,59324066;118,67526629;114,10879445;116,382885;113,53596167;117,28516049;112,70823525;109,68060756
2017-11-21;113,18623337;121,90955593;112,15125941;122,83353274;107,8474115;130,29359909;125,63760099;126,46988601;124,43557692;125,33548893;130,4945563;117,58913785;115,48600744;118,30216134;119,71483262;121,39889453;120,78904456;121,54954789;118,63231948;114,0670785;116,34097778;113,49510937;117,24286841;112,66768826;109,64114708
2017-11-20;113,18634889;121,88397471;112,11952265;122,79582018;107,80713348;130,24826896;125,59283643;126,42439637;124,39058261;125,29025123;130,4945563;117,54642387;115,44378171;118,25939598;119,67172555;121,35522072;120,74560155;121,50586934;118,5893762;114,02536209;116,29908016;113,45427266;117,20058257;112,62715243;109,60170406
2017-11-17;117,8615841;123,09161853;113,47966988;128,46727823;109,93211331;132,67957469;128,13406819;129,56939892;128,06694654;129,30344848;130,4945563;122,0535776;120,35169004;123,28986709;124,72799643;126,58386467;125,98128202;126,92076148;124,04737933;123,14205648;121,68009357;118,79091007;122,74607168;118,03977228;114,93590428
2017-11-16;117,86317121;123,06816485;113,44981351;128,43099814;109,89335104;132,6361962;128,09102867;129,5254495;128,02317705;129,25931079;130,4945563;122,01157038;120,30993441;123,24760496;124,68545094;126,54072705;125,93833909;126,87752337;124,00475215;123,10003984;121,63851679;118,75037215;122,70404363;117,99946749;114,89668209
2017-11-15;117,86465816;123,04463304;113,41990654;128,39470157;109,85458776;132,59282762;128,04798312;129,48151336;127,97941167;129,21517722;130,4945563;121,96956618;120,26817761;123,20534707;124,64291902;126,49760564;125,89540758;126,83429674;123,96212653;123,05804163;121,59694728;118,70984716;122,66201972;117,95917151;114,85747465
2017-11-14;117,86604439;123,02102317;113,38994909;128,35838824;109,81582339;132,54946857;128,00493141;129,43759014;127,93565018;129,17104754;130,4945563;121,92756483;120,22641954;123,16309321;124,60040032;126,45450006;125,85248717;126,79108126;123,9195023;123,01606145;121,55538481;118,66933479;122,61999974;117,91888409;114,81828162
2017-11-13;117,86732933;122,99733529;113,3599413;128,32205789;109,77705785;132,50611868;127,96187343;129,39367951;127,89189239;129,12692153;130,4945563;121,88556614;120,18466009;123,12084318;124,55789453;126,41140996;125,80957755;126,74787663;123,87687929;122,97409892;121,51382911;118,62883472;122,5779835;117,87860497;114,77910268
2017-11-10;118,13357365;123,41777883;113,82610419;128,89711268;110,52013282;133,35904584;128,85737422;130,52310631;129,23070134;130,5988232;130,4945563;123,56399194;125,77611897;125,01501144;126,4627424;128,38645575;127,78779756;128,80085095;125,9506669;125,01629448;123,56171591;120,66574269;124,69415766;119,94996503;116,82626648
2017-11-09;118,13543447;123,39470075;113,79668469;128,86156358;110,48194509;133,31646009;128,814962;130,47981889;129,18743041;130,55513789;130,4945563;123,52228305;125,73404438;124,97297502;126,42049233;128,34361677;127,74511491;128,75784963;125,90817785;124,97453505;123,52030739;120,62539215;124,65225669;119,90979946;116,78720836
2017-11-08;118,13719108;123,37154432;113,76721471;128,82599538;110,44375519;133,27388101;128,7725423;130,4365418;129,1441616;130,51145468;130,4945563;123,48057553;125,6919879;124,93094104;126,37825314;128,30079106;127,70244117;128,71485726;125,86568883;124,93279096;123,47890409;120,58505203;124,61035809;119,86964059;116,74816237
2017-11-07;118,13884295;123,34830961;113,7376944;128,79040785;110,40556305;133,23130825;128,73011499;130,39327472;129,10089471;130,46777338;130,4945563;123,43886919;125,64994913;124,88890931;126,33602452;128,25797827;127,65977604;128,67187356;125,82319969;124,89106186;123,4375058;120,54472203;124,5684617;119,82948816;116,7091282
2017-11-03;117,87449116;122,7561833;113,05712189;127,95776204;109,38932164;132,07304516;131,65189444;128,95519314;127,45447333;128,68581905;130,4945563;121,46568901;123,50996759;122,69851173;124,1334766;125,98128202;125,38101101;126,31636226;123,45068233;122,555361;121,09859453;118,22444454;122,15798435;117,47621567;114,38801769
2017-11-02;117,87462769;122,73164265;113,02656864;127,92122796;109,35053842;132,02977288;131,6081707;128,9113996;127,41074313;128,64172031;130,4945563;121,42370874;123,46778697;122,65629147;124,09109216;125,93833909;125,33820119;126,27325783;123,4080627;122,51356804;121,05709845;118,18406025;122,11599676;117,43601174;114,34897291
2017-11-01;118,13719108;123,37154432;113,76721471;128,82599538;110,44375519;133,27388101;128,7725423;130,4365418;129,1441616;130,51145468;130,4945563;123,48057553;125,6919879;124,93094104;126,37825314;128,30079106;127,70244117;128,71485726;125,86568883;124,93279096;123,47890409;120,58505203;124,61035809;119,86964059;116,74816237
2017-10-31;118,69512833;124,19226966;117,13481829;129,93842744;111,89089756;134,93962455;134,64433873;132,66949077;131,81156557;133,45667069;130,4945563;126,87164578;129,44122992;128,78750493;130,25872967;132,33232118;131,74079804;132,9164863;130,11594489;129,12311838;127,68157611;124,77489872;128,96200457;124,13878874;120,97745207
2017-10-30;118,69790644;124,17026309;117,10615467;129,90439598;111,85387403;134,89857853;134,6027977;132,6274786;131,76929272;133,4138925;130,4945563;126,83054171;129,39980801;128,74591856;130,21702261;132,29001723;131,6985972;132,87391729;130,0737385;129,08179517;127,64048057;124,73486885;128,92034744;124,09886532;120,93865351
2017-10-27;116,95544022;120,91580263;113,43746541;125,41139532;106,27938228;128,52115324;127,96526544;124,52487985;122,37571696;123,19042075;130,4945563;115,39803443;116,95518723;115,99210129;117,39283528;119,02397432;118,41718246;119,13180166;116,22250351;115,44638977;113,97953439;111,17593665;114,83393266;110,3394883;107,36419569
2017-10-26;116,95157596;120,88774631;113,40363367;125,37198746;106,23875011;128,47559925;127,91941143;124,47935504;122,33054922;123,14503872;130,4945563;115,35524441;116,91246426;115,94933331;117,34992949;118,98056913;118,37390374;119,08830177;116,1795371;115,40431877;113,9377444;111,13534419;114,79169539;110,29911513;107,32505577
2017-10-25;116,94760281;120,85961633;113,36976995;125,33256101;106,19811765;128,43005066;127,87357199;124,43383919;122,28538364;123,09965871;130,4945563;115,31245574;116,86975618;115,90656733;117,30703254;118,9371747;118,33063218;119,04480903;116,13657063;115,36226019;113,89595852;111,09476006;114,74945987;110,25874719;107,28592553
2017-10-24;116,94352043;120,83141281;113,33587418;125,29311578;106,15748484;128,38450718;127,82774675;124,38833202;122,24022005;123,05428056;130,4945563;115,26966827;116,82706268;115,86380319;117,26414421;118,89379075;118,28736757;119,0013232;116,09360398;115,32021374;113,85417655;111,05418402;114,70722596;110,21838429;107,24680473
2017-10-23;116,93932846;120,80313585;113,30194632;125,25365159;106,11685164;128,33896856;127,78193533;124,34283329;122,19505832;123,00890412;130,4945563;115,22688189;116,78438341;115,82104077;117,22126423;118,850417;118,24410966;118,95784406;116,05063704;115,27817911;113,81239832;111,01361582;114,66499352;110,17802624;107,20769312
2017-10-20;119,29192464;124,98400815;117,98521176;130,99650386;113,27996883;136,5461226;136,33472569;134,86166333;134,45897331;136,39768424;130,4945563;130,30400948;133,27209226;132,73330752;134,23237365;136,47225329;135,88810676;137,24683474;138,37699585;133,45752582;132,02941654;129,1237243;133,47677402;128,58218641;125,39426622
2017-10-19;119,29547231;124,96300753;117,9577906;130,96395497;113,2441212;136,50661105;136,29477345;134,82093961;134,41772292;136,35583983;130,4945563;130,26353923;133,23134015;132,69219552;134,19122888;136,43050065;135,84640604;137,20471349;138,33469796;133,41664772;131,98864768;129,08402256;133,43537295;128,54251114;125,35572637
2017-10-18;117,36619642;126,54971968;115,62654445;128,37985634;113,37019281;133,77198697;133,57850657;132,09897766;131,67474624;133,57345963;130,4945563;131,34447085;130,55052891;129,97906117;131,47368812;133,67385019;133,08998877;134,42067942;135,5720071;130,72530763;129,29867201;126,46794286;130,70620915;125,92693912;122,81994628
2017-10-17;117,36637785;126,52670634;115,59860045;128,34678518;113,33402385;133,7322944;133,53832112;132,05822267;131,63361616;133,53173659;130,4945563;131,30327612;130,50971717;129,9381036;131,43256766;133,6320911;133,04833874;134,37860971;135,52954677;130,68440377;129,2580136;126,42827697;130,66496884;125,88735163;122,78141877
2017-10-16;117,3664627;126,50364872;115,57062425;128,31369425;113,29786759;133,69260451;133,4981472;132,01747409;131,59248616;133,49001367;130,4945563;131,26210551;130,46891877;129,89714686;131,39145474;133,59034148;133,00669469;134,33654605;135,4871082;130,64351118;129,21735838;126,38861848;130,62372949;125,84776858;122,74290012
2017-10-13;117,36613407;126,43420743;115,48650174;128,21430096;113,18947232;133,57354821;133,37769102;131,89526434;131,46909515;133,3648441;130,4945563;131,13873388;130,34660041;129,77428021;131,2681589;133,46514668;132,88179621;134,2103891;135,3599187;130,52089813;129,0954101;126,26968513;130,50001564;125,72904427;122,6273949
2017-10-11;117,3654254;126,38768702;115,4302579;128,1479366;113,11726745;133,49418588;133,29743802;131,81381873;131,38683217;133,28139559;130,4945563;131,05659848;130,2651158;129,69237069;131,18599506;133,38172591;132,79855646;134,12631064;135,27522667;130,43920722;129,01412404;126,19042908;130,41754188;125,64991359;122,55043132
2017-10-10;117,36492316;126,36435823;115,40208717;128,11472327;113,08118184;133,45450651;133,25732583;131,77310347;131,34569956;133,23967026;130,4945563;131,01556318;130,22439088;129,65141601;131,14492247;133,34002748;132,75694372;134,08427863;135,23290971;130,39837628;128,97348436;126,15081025;130,37630523;125,61035337;122,5119608
2017-10-09;117,36432186;126,34098339;115,37388383;128,08148896;113,04510712;133,41482801;133,21722272;131,73239294;131,30456603;133,19794403;130,4945563;130,97454891;130,18367715;129,61046119;131,1038558;133,29833669;132,71533546;134,04225115;135,19061159;130,35755466;128,93284668;126,11119728;130,33506856;125,57079634;122,47349749
2017-10-06;118,69334112;128,2289619;117,33755515;130,391339;115,61799342;136,38901968;136,27419627;135,30919286;139,35937393;141,64165323;130,4945563;135,83389739;135,48623172;138,85793465;136,57699434;138,97298149;138,39693549;139,9404362;141,14757435;136,22883638;134,81627127;131,97209303;140,23255528;131,54120559;128,39110501
2017-10-05;118,69540393;128,20776905;117,31099868;130,3599058;115,58321758;136,35092748;136,23569205;135,26975826;139,31864282;141,60023487;130,4945563;135,79378654;135,44615354;138,81685364;136,53646675;138,93181551;138,35580515;139,89883184;141,10583371;136,18842234;134,77593127;131,9327726;140,19096269;131,50186074;128,35285581
2017-10-04;118,69735919;128,18652382;117,28440575;130,32844703;115,54844884;136,31283174;136,19719197;135,23032446;139,27793086;141,55883605;130,4945563;135,75369169;135,40608255;138,7757918;136,49594156;138,89065342;138,3146759;139,85722861;141,06410711;136,14801387;134,7355903;131,89345475;140,14938947;131,4625161;128,31461053
2017-10-03;118,69920664;128,16522603;117,25777635;130,29696257;115,51368698;136,27473223;136,15869575;135,19089126;139,23723762;141,51745631;130,4945563;135,71361246;135,36601846;138,73474873;136,45541857;138,84949502;138,27354755;139,81562631;141,02239419;136,10761073;134,69524824;131,85413929;140,1078352;131,42317153;128,27636897
2017-10-02;118,70094603;128,1438755;117,23111046;130,26545229;115,47893179;136,23662875;136,1202031;135,15145846;139,19656266;141,47609522;130,4945563;135,67354847;135,32596103;138,69372398;136,4148976;138,80834008;138,23241994;139,77402478;140,9806946;136,06721268;134,65490495;131,81482603;140,06629945;131,38382687;128,23813094
2017-09-29;119,33098013;129,09254652;118,19915247;131,36139229;116,54014779;137,45845605;137,34208351;136,40595626;140,48215311;142,79211;130,4945563;136,96773315;136,64445436;140,03134538;137,7559333;140,1740474;139,59863563;141,16125008;142,36219763;137,41611151;136,00459925;133,13352608;141,44043641;132,70775772;129,52741425
2017-09-28;119,33441028;129,07212749;118,17298925;131,33033544;116,50546883;137,4205494;137,30378142;136,36662078;140,44162557;142,75089422;130,4945563;136,92776909;136,60445711;139,99042281;137,7154506;140,13293778;139,55753821;141,11967629;142,32057731;137,37575558;135,96426181;133,09423447;141,39899022;132,66841903;129,48919843
2017-09-27;119,33772732;129,05165158;118,14678674;131,29925014;116,47079522;137,38263706;137,26548115;136,32728434;140,40111455;142,70969532;130,4945563;136,88781871;136,56446516;139,94951692;137,67496865;140,09183032;139,51644028;141,07810201;142,27896877;137,33540343;135,923922;133,05494387;141,35756091;132,62907912;129,45098496
2017-09-26;119,34093101;129,03111864;118,12054494;131,26813627;116,43612673;137,34471882;137,22718242;136,28794675;140,36061964;142,66851286;130,4945563;136,84788165;136,52447827;139,90862732;137,63448728;140,0507248;139,47534167;141,03652707;142,23737167;137,29505486;135,88357969;133,01565411;141,31614807;132,58973787;129,41277364
2017-09-25;117,36088752;126,3783834;115,5158914;128,36466343;113,73130748;134,20394957;134,0916186;133,07484813;137,04833835;139,26644124;134,08361662;133,47944523;133,07683166;136,40482708;134,12514544;136,47056551;135,89492218;137,39418925;138,60172233;133,74518485;136,08158508;129,54058655;137,69070996;129,09748858;126,00487548
2017-09-22;117,35745677;126,3111624;115,43471642;128,26907;113,62725152;134,08920583;133,9757364;132,95630405;136,92605039;139,14211818;133,96242322;133,35917904;132,95666827;136,28174308;134,00364457;136,34715735;135,77163519;137,26950272;138,47666898;133,62409052;135,95815103;129,42280588;137,56618444;128,97966759;125,89033714
2017-09-21;117,35611685;126,28865969;115,40759162;128,23715836;113,59257917;134,05095149;133,93711651;132,9167916;136,88532283;139,10071296;133,9220714;133,31911985;132,91662764;136,24075032;133,96314965;136,30602935;135,7305426;137,22794369;138,4350106;133,58373673;135,91705289;129,38355133;137,52471153;128,94039544;125,85216573
2017-09-20;117,3546784;126,26610886;115,38043355;128,20522295;113,55791299;134,01269364;133,89849994;132,87727999;136,84461216;139,05932496;133,88174183;133,27907486;132,87659353;136,19977454;133,92265714;136,26490505;135,68945128;137,18638598;138,39336474;133,54338808;135,87597727;129,34429934;137,48325578;128,90112384;125,81399804
2017-09-19;117,35314121;126,24350976;115,3532422;128,17326366;113,52325278;133,97443208;133,85988644;132,83776903;136,80391799;139,01795381;133,84143407;133,23904375;132,83656573;136,15881538;133,88216686;136,22378425;135,64836108;137,14482942;138,35173107;133,50304438;135,83492374;129,30504976;137,44181683;128,86185264;125,7758339
2017-09-18;117,35150507;126,22086224;115,32601755;128,1412804;113,48859836;133,93616663;133,82127575;132,79825856;136,76323994;138,9765991;133,80114768;133,19902617;132,79654401;136,11787247;133,84167865;136,18266677;135,60727184;137,10327386;138,3101093;133,46270542;135,79389187;129,26580243;137,40039431;128,82258172;125,73767315
2017-09-15;116,2630438;124,50830513;113,57015498;126,15552407;111,57503702;131,73981098;131,62816403;130,57670994;134,50924383;136,68564837;131,59228221;130,98593069;130,56993933;133,85998596;131,58400278;133,8906327;133,31528817;134,78563125;136,0050896;131,2181989;133,54728111;127,0811603;135,11821915;130,2557843;123,61567233
2017-09-14;116,25786492;124,48384294;113,54193508;126,12270859;111,54040007;131,70129422;131,58936899;130,53713496;134,46855245;136,64428242;131,55204322;130,94593275;130,52992572;133,81907415;131,54352106;133,84951953;133,27420676;134,74408492;135,9634885;131,17787396;133,50631106;127,04193361;135,07683699;130,21570801;123,5775352
